 Maintaining 16 concurrent writes of 4194304 bytes for up to 1000 seconds or 0 objects
 Object prefix: benchmark_data_hjem_1853476
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   869      16     16717     16701   76.8673        76   1.12568  0.832269
   870      16     16739     16723   76.8801        88  0.264827  0.832217
   871      16     16760     16744   76.8883        84   1.13828  0.832169
   872      16     16782     16766    76.901        88  0.333546   0.83185
   873      16     16806     16790   76.9229        96  0.572813  0.831799
   874      16     16830     16814   76.9447        96  0.560949  0.831369
   875      16     16850     16834   76.9482        80  0.920226  0.831409
   876      16     16869     16853   76.9471        76  0.772616  0.831355
   877      16     16893     16877   76.9688        96  0.612727  0.831287
   878      16     16910     16894   76.9586        68   0.60872   0.83115
   879      16     16934     16918   76.9803        96  0.918034  0.830984
2016-04-11 21:58:31.903281min lat: 0.0706643 max lat: 7.71327 avg lat: 0.830958
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   880      16     16952     16936   76.9746        72   1.14697  0.830958
   881      16     16973     16957   76.9826        84   1.06298  0.831072
   882      16     16985     16969   76.9497        48  0.399088  0.830987
   883      16     17003     16987   76.9439        72  0.311069  0.831077
   884      16     17012     16996   76.8976        36  0.855747  0.830924
   885      16     17028     17012    76.883        64  0.482588  0.831051
   886      16     17043     17027   76.8639        60  0.703915  0.831727
   887      16     17066     17050    76.881        92  0.189751  0.832135
   888      16     17086     17070   76.8845        80  0.795747  0.831796
   889      16     17104     17088    76.879        72  0.258724  0.831886
   890      16     17112     17096   76.8286        32  0.946089  0.831874
   891      16     17131     17115   76.8276        76  0.633684  0.832587
   892      16     17146     17130   76.8087        60  0.769572  0.832631
   893      16     17165     17149   76.8078        76  0.397313   0.83266
   894      16     17191     17175   76.8382       104  0.621206  0.832791
   895      16     17210     17194   76.8373        76  0.626749  0.832557
   896      16     17227     17211   76.8274        68   1.32377  0.832572
   897      16     17239     17223   76.7953        48    1.6061   0.83272
   898      16     17264     17248   76.8211       100  0.316979  0.832804
   899      16     17281     17265   76.8113        68  0.924204  0.832824
2016-04-11 21:58:51.907178min lat: 0.0706643 max lat: 7.71327 avg lat: 0.832634
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   900      16     17302     17286   76.8193        84  0.211065  0.832634
   901      16     17324     17308   76.8317        88   0.43142   0.83267
   902      16     17350     17334   76.8618       104  0.622278   0.83229
   903      16     17362     17346   76.8298        48   1.17861  0.832358
   904      16     17375     17359   76.8024        52  0.236775  0.832427
   905      16     17395     17379   76.8059        80  0.921358  0.832768
   906      16     17411     17395   76.7917        64   1.53136  0.832819
   907      16     17424     17408   76.7644        52  0.268397  0.832871
   908      16     17451     17435   76.7988       108  0.675961  0.833058
   909      16     17468     17452   76.7891        68  0.188398  0.832955
   910      16     17496     17480   76.8278       112  0.469213  0.832787
   911      16     17516     17500   76.8313        80  0.814676  0.832572
   912      16     17535     17519   76.8304        76   0.70478  0.832449
   913      16     17546     17530   76.7944        44   0.53723  0.832467
   914      16     17550     17534   76.7279        16   1.77647  0.832601
   915      16     17571     17555   76.7358        84  0.315509  0.833597
   916      16     17578     17562   76.6826        28  0.537001  0.833553
   917      16     17579     17563   76.6033         4  0.191658  0.833516
   918      16     17585     17569    76.546        24   3.51874  0.834035
   919      16     17612     17596   76.5803       108  0.477866  0.835473
2016-04-11 21:59:11.908764min lat: 0.0706643 max lat: 7.71327 avg lat: 0.83454
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   920      16     17652     17636   76.6709       160  0.327946   0.83454
   921      16     17672     17656   76.6745        80  0.186672  0.834187
   922      16     17703     17687   76.7258       124  0.291241  0.833901
   923      16     17719     17703   76.7121        64  0.786911  0.833782
   924      16     17739     17723   76.7156        80  0.599605  0.833832
   925      16     17757     17741   76.7105        72   1.09115  0.833846
   926      16     17776     17760   76.7097        76    0.2112   0.83371
   927      16     17794     17778   76.7046        72  0.636279  0.833705
   928      16     17813     17797   76.7039        76  0.594222  0.834132
   929      16     17833     17817   76.7074        80   0.92355  0.833959
   930      16     17849     17833   76.6937        64   1.14669  0.834091
   931      16     17862     17846   76.6672        52  0.701419  0.834126
   932      16     17882     17866   76.6708        80  0.165447  0.834142
   933      16     17905     17889   76.6872        92  0.225545  0.834216
   934      16     17919     17903   76.6651        56  0.187418   0.83404
   935      16     17932     17916   76.6387        52  0.467178  0.834147
   936      16     17935     17919   76.5696        12   2.57822  0.834425
   937      16     17960     17944   76.5946       100  0.282066  0.835123
   938      16     17993     17977   76.6537       132  0.292592  0.834684
   939      16     18017     18001   76.6743        96  0.270561  0.834308
2016-04-11 21:59:31.910258min lat: 0.0706643 max lat: 7.71327 avg lat: 0.834398
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   940      16     18034     18018    76.665        68  0.968838  0.834398
   941      16     18060     18044   76.6941       104  0.771893  0.834321
   942      16     18071     18055   76.6594        44  0.481203  0.834172
   943      16     18094     18078   76.6756        92  0.451347  0.834002
   944      16     18109     18093    76.658        60   1.64988   0.83406
   945      16     18136     18120   76.6911       108  0.261709  0.834122
   946      16     18151     18135   76.6735        60   0.98724  0.834092
   947      16     18172     18156   76.6812        84     1.092   0.83412
   948      16     18187     18171   76.6636        60  0.443609   0.83411
   949      16     18197     18181    76.625        40  0.230456  0.833937
   950      16     18199     18183   76.5527         8  0.182697  0.833863
   951      16     18213     18197   76.5311        56   0.31692   0.83506
   952      16     18232     18216   76.5305        76   0.66699  0.835938
   953      16     18255     18239   76.5468        92  0.704601  0.835784
   954      16     18275     18259   76.5504        80  0.705311  0.835667
   955      16     18301     18285   76.5791       104  0.383165  0.835583
   956      16     18328     18312    76.612       108  0.699893  0.835142
   957      16     18356     18340   76.6489       112  0.408275  0.834727
   958      16     18377     18361   76.6566        84   0.81851  0.834481
   959      16     18394     18378   76.6476        68  0.998599   0.83451
2016-04-11 21:59:51.911750min lat: 0.0706643 max lat: 7.71327 avg lat: 0.834264
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   960      16     18423     18407   76.6886       116  0.754217  0.834264
   961      16     18446     18430   76.7045        92  0.591795  0.834124
   962      16     18463     18447   76.6954        68  0.288525  0.833966
   963      16     18490     18474   76.7279       108  0.588452  0.833885
   964      16     18507     18491   76.7189        68   1.01926   0.83389
   965      16     18530     18514   76.7347        92  0.480776  0.833581
   966      16     18553     18537   76.7505        92  0.781195  0.833612
   967      16     18571     18555   76.7456        72  0.187184  0.833254
   968      16     18592     18576   76.7531        84  0.427015  0.833525
   969      16     18596     18580   76.6904        16   1.39379  0.833521
   970      16     18602     18586    76.636        24  0.650326  0.833774
   971      16     18622     18606   76.6395        80  0.368076  0.834719
   972      16     18633     18617   76.6059        44   1.08469   0.83462
   973      16     18648     18632   76.5888        60  0.917074   0.83493
   974      16     18653     18637   76.5307        20   2.20536  0.835086
   975      16     18655     18639   76.4605         8   1.16173  0.835126
   976      16     18663     18647   76.4149        32   3.75623  0.836183
   977      16     18688     18672    76.439       100  0.717186  0.836937
   978      16     18718     18702   76.4836       120  0.319761  0.836528
   979      16     18745     18729   76.5157       108  0.630216  0.836142
2016-04-11 22:00:11.913279min lat: 0.0706643 max lat: 7.71327 avg lat: 0.836046
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   980      16     18764     18748   76.5152        76    1.2509  0.836046
   981      16     18790     18774   76.5432       104  0.556296  0.835823
   982      16     18825     18809   76.6078       140  0.408585  0.835238
   983      16     18855     18839    76.652       120  0.369072  0.834621
   984      16     18878     18862   76.6676        92   1.28943   0.83467
   985      16     18882     18866    76.606        16   1.16425  0.834663
   986      16     18900     18884   76.6013        72  0.801766  0.835088
   987      16     18915     18899   76.5845        60  0.623558  0.835114
   988      16     18933     18917   76.5798        72  0.444594  0.835235
   989      16     18946     18930    76.555        52   1.94976  0.835527
   990      16     18969     18953   76.5706        92  0.924539  0.835635
   991      16     18978     18962   76.5296        36  0.170788  0.835357
   992      16     19000     18984   76.5412        88  0.181193  0.835305
   993      16     19021     19005   76.5487        84  0.262024  0.835485
   994      16     19037     19021    76.536        64   1.33918  0.835739
   995      16     19046     19030   76.4953        36  0.450995  0.835791
   996      16     19084     19068   76.5711       152  0.434134  0.835578
   997      16     19109     19093   76.5946       100  0.688044  0.835328
   998      16     19131     19115    76.606        88   0.53485  0.835134
   999      16     19156     19140   76.6294       100  0.512295  0.834988
2016-04-11 22:00:31.914792min lat: 0.0706643 max lat: 7.71327 avg lat: 0.834864
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
  1000      16     19176     19160   76.6328        80  0.519046  0.834864
  1001       4     19177     19173   76.6082        52   1.00253  0.834962
  1002       4     19177     19173   76.5317         0         -  0.834962
 Total time run:         1002.514336
Total writes made:      19177
Write size:             4194304
Bandwidth (MB/sec):     76.516 

Stddev Bandwidth:       36.5732
Max bandwidth (MB/sec): 184
Min bandwidth (MB/sec): 0
Average Latency:        0.835348
Stddev Latency:         0.693162
Max latency:            7.71327
Min latency:            0.0706643
